show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in
s3286,Movie,Kahaani,Sujoy Ghosh,"Vidya Balan, Parambrata Chatterjee, Dhritiman Chatterjee, Saswata Chatterjee, Indraneil Sengupta, Nawazuddin Siddiqui, Darshan Jariwala, Masood Akhtar, Riddhi Sen",India,26-Jun-19,2012,TV-14,122 min,"International Movies, Music & Musicals, Thrillers"
s5859,Movie,Stuart Little 2,Rob Minkoff,"Michael J. Fox, Geena Davis, Hugh Laurie, Jonathan Lipnicki, Nathan Lane, Melanie Griffith, James Woods, Steve Zahn",United States,1-Jan-20,2002,PG,78 min,"Children & Family Movies, Comedies"
s7315,Movie,Unaccompanied Minors,Paul Feig,"Lewis Black, Wilmer Valderrama, Tyler James Williams, Gia Mantegna, Dyllan Christopher, Brett Kelly, Quinn Shephard, Paget Brewster, Rob Corddry, Dominique Saldaña",United States,1-Oct-19,2006,PG,90 min,"Children & Family Movies, Comedies"
s3300,Movie,Kandasamys: The Wedding,Jayan Moodley,"Jailoshini Naidoo, Maeshni Naicker, Madhushan Singh, Mishqah Parthiephal, Yugan Naidoo, Koobeshan Naidoo, Mariam Bassa, Rushil Juglall, Tesarnia Oree",South Africa,4-Sep-20,2019,TV-14,93 min,"Comedies, Dramas, International Movies"
s1313,Movie,Chernobyl Diaries,Bradley Parker,"Ingrid Bolsø Berdal, Dimitri Diatchenko, Olivia Taylor Dudley, Devin Kelley, Jesse McCartney, Nathan Phillips, Jonathan Sadowski, Alex Feldman, Kristof Konrad, Pasha D. Lychnikoff",United States,1-Aug-18,2012,R,88 min,"Horror Movies, Thrillers"
s4377,Movie,Mythily Veendum Varunnu,Sabu Varghese,"Udhay, Kiran Raj, I.M. Vijayan, Sandhanam, Shivani Bhai, Sangeetha Balan",India,1-Aug-18,2017,TV-PG,88 min,"Horror Movies, International Movies"
s6488,Movie,The Incredibles 2,Brad Bird,"Craig T. Nelson, Holly Hunter, Samuel L. Jackson, Sarah Vowell, Huck Milner, Catherine Keener, Bob Odenkirk, Sophia Bush, Brad Bird, John Ratzenberger",United States,30-Jan-19,2018,PG,118 min,"Children & Family Movies, Comedies"
s3099,TV Show,Jack Taylor,Stuart Orme,"Iain Glen, Killian Scott, Nora-Jane Noone, Tara Breathnach, Frank O'Sullivan","United States, Ireland",31-Mar-13,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s581,Movie,Arisan 2,Nia Dinata,"Surya Saputra, Cut Mini Theo, Tora Sudiro",Indonesia,15-Sep-18,2011,TV-14,113 min,"Comedies, Dramas, International Movies"
s5899,Movie,Super Monsters Save Christmas,Steve Ball,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip, Kathleen Barr, Gigi Saul Guerrero, Brian Drummond",United States,26-Nov-19,2019,TV-Y,24 min,Children & Family Movies
s1656,Movie,Deadline: Sirf 24 Ghante,Tanveer Khan,"Irrfan Khan, Konkona Sen Sharma, Rajit Kapoor, Sandhya Mridul, Zakir Hussain, Rajeev Verma, Princey Shukla",India,31-Dec-19,2006,TV-14,97 min,"Independent Movies, International Movies, Thrillers"
s6258,Movie,The Crystal Calls Making the Dark Crystal: Age of Resistance,Randall Lobb,"Taron Egerton, Natalie Dormer, Simon Pegg, Jason Isaacs",United States,14-Sep-19,2019,TV-PG,83 min,"Documentaries, International Movies"
s3357,Movie,Khido Khundi,Rohit Jugraj,"Ranjit Bawa, Mandy Takhar, Manav Vij, Elnaaz Norouzi, Mahavir Bhullar, Guggu Gill, Seema Kaushal, Sukhbir Singh",India,1-Oct-18,2018,TV-14,151 min,"Dramas, International Movies, Sports Movies"
s4805,Movie,Paying Guests,Paritosh Painter,"Shreyas Talpade, Javed Jaffrey, Aashish Chaudhary, Vatsal Seth, Celina Jaitly, Johnny Lever, Delnaaz Paul, Riya Sen, Sayali Bhagat, Neha Dhupia",India,1-Jul-18,2009,TV-14,114 min,"Comedies, International Movies"
s7677,Movie,Wrong Side Raju,Mikhil Musale,"Pratik Gandhi, Kimberley Louisa McBeath, Asif Basra, Kavi Shastri, Hetal Puniwala, Ragi Jani, Makarand Shukla, Alok Gagdekar, Jayesh More, Siddharth Randeria, Kenneth Desai",India,1-Oct-17,2016,TV-MA,140 min,"Dramas, International Movies"
s266,Movie,Aagey Se Right,Indrajit Nattoji,"Shreyas Talpade, Kay Kay Menon, Shiv Pandit, Sanjay Sharma, Shenaz Treasury, Mahie Gill",India,1-Nov-18,2009,TV-14,117 min,"Comedies, International Movies, Music & Musicals"
s2092,Movie,"Faith, Hope & Love",Robert Krantz,"Robert Krantz, Peta Murgatroyd, Corbin Bernsen, Michael Richards, Nancy Stafford",United States,4-Feb-20,2019,PG,106 min,"Comedies, Faith & Spirituality, Romantic Movies"
s1799,Movie,Dolemite Is My Name,Craig Brewer,"Eddie Murphy, Wesley Snipes, Keegan-Michael Key, Mike Epps, Craig Robinson, Tituss Burgess, Da'Vine Joy Randolph, Kodi Smit-McPhee",United States,25-Oct-19,2019,R,118 min,"Comedies, Dramas"
s1683,Movie,Deewana Main Deewana,K.C. Bokadia,"Govinda, Priyanka Chopra, Kader Khan, Prem Chopra, Shakti Kapoor, Sharat Saxena, Himani Shivpuri, Johnny Lever",India,1-Jul-18,2013,TV-14,107 min,"Comedies, Dramas, International Movies"
s5098,Movie,Rang De Basanti,Rakeysh Omprakash Mehra,"Aamir Khan, Siddharth, Atul Kulkarni, Sharman Joshi, Kunal Kapoor, Alice Patten, Soha Ali Khan, Waheeda Rehman, Kiron Kher, Om Puri, Anupam Kher, Madhavan",India,2-Aug-18,2006,TV-14,159 min,"Dramas, International Movies"
s4138,Movie,Miss India,Narendra Nath,"Keerthy Suresh, Dr. Rajendra Prasad, Jagapathi Babu, V. K. Naresh, Nadhiya, Naveen Chandra, Sumanth Shailendra, Kamal Kamaraju, Praveen, Pujitha Ponnada, Divya Sripada",India,4-Nov-20,2020,TV-PG,136 min,"Dramas, International Movies"
s4280,Movie,Mumbai Meri Jaan,Nishikant Kamat,"Madhavan, Irrfan Khan, Soha Ali Khan, Paresh Rawal, Kay Kay Menon, Anand Goradia, Vijay Maurya, Vibhavari Deshpande, Santosh Juvekar, Kamlesh Sawant",India,1-Nov-18,2008,TV-MA,135 min,"Dramas, International Movies"
s2931,Movie,Ibiza,Alex Richanbach,"Gillian Jacobs, Vanessa Bayer, Phoebe Robinson, Richard Madden, Michaela Watkins, Félix Gómez",United States,25-May-18,2018,TV-MA,94 min,"Comedies, Romantic Movies"
s1330,Movie,Chief Daddy,Niyi Akinmolayan,"Taiwo Obileye, Joke Silva, Falz The Bahd Guy, Dakore Akande, Funke Akindele, Zainab Balogun, Shaffy Bello, Ini Edo, Linda Ihuoma-Suleiman, Mawuli Gavor, Richard Mofe-Damijo, Rachael Oniga, Nkem Owoh, Patience Ozokwor",Nigeria,15-Mar-19,2018,TV-MA,98 min,"Comedies, Dramas, International Movies"
s3335,TV Show,Ken Burns: The Civil War,Ken Burns,"Sam Waterston, Julie Harris, Jason Robards, Morgan Freeman, Paul Roebling, Garrison Keillor, George Black, David McCullough, Arthur Miller, Christopher Murney, Charles McDowell, Horton Foote, George Plimpton, Philip Bosco, Terry Courier, Jody Powell, Studs Terkel",United States,22-Feb-17,1990,TV-14,1 Season,Docuseries
s4396,Movie,Namak Halaal,Prakash Mehra,"Amitabh Bachchan, Shashi Kapoor, Parveen Babi, Smita Patil, Waheeda Rehman, Om Prakash, Ranjeet, Satyendra Kapoor",India,31-Dec-19,1982,TV-14,171 min,"Action & Adventure, Comedies, International Movies"
s5268,Movie,Romeo Akbar Walter,Robbie Grewal,"John Abraham, Jackie Shroff, Mouni Roy, Sikander Kher, Raghuvir Yadav, Alka Amin, Rajesh Shringarpure, Anil George",India,30-Jun-19,2019,TV-14,141 min,"Dramas, International Movies, Thrillers"
s2140,TV Show,Feel Good,Ally Pankiw,"Mae Martin, Charlotte Ritchie, Lisa Kudrow, Sophie Thompson, Tom Andrews, Tobi Bamtefa, Phil Burgers, Ophelia Lovibond, Adrian Lukis, Ritu Arya, Ramon Tikaram",United Kingdom,20-Mar-20,2020,TV-MA,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas"
s1353,Movie,Chris D'Elia: Incorrigible,Bill D'Elia,Chris D'Elia,United States,17-Apr-15,2015,TV-MA,84 min,Stand-Up Comedy
s6743,Movie,The Parole Officer,John Duigan,"Steve Coogan, Emma Gilmour, Susan Jane Tanner, Iain Mitchell, James Smith, Om Puri, Steven Waddington, Ben Miller, Lena Headey, Jenny Agutter",United Kingdom,1-Aug-18,2001,R,94 min,"Action & Adventure, Comedies"
s3515,Movie,Lady Driver,Shaun Paul Piccinino,"Grace Van Dien, Sean Patrick Flanery, Christina Moore, Casper Van Dien, Amanda Detmer, John Ducey, Matthew Joel Kranyak, David Gridley",United States,2-May-20,2019,PG,104 min,"Dramas, Sports Movies"
s125,Movie,5Gang,Matei Dima,"Andrei Selaru, Dorian Popa, Julia Marcan, Ana Radu, Cosmin Nedelcu, Diana Condurache, Andrei Gavril, Luca Bogdan",Romania,27-Apr-20,2019,TV-14,96 min,"Comedies, International Movies"
s444,Movie,Amandla! A Revolution in Four Part Harmony,Lee Hirsch,"Miriam Makeba, Hugh Masekela, Abdullah Ibrahim, Duma Ka Ndlovu, Sibongile Khumalo, Vusi Mahlasela, Thandi Modise, Sifiso Ntuli, Sibusiso Nxumalo, Dolly Rathebe, Lindiwe Zulu","South Africa, United States",28-Sep-20,2002,PG-13,103 min,"Documentaries, International Movies, Music & Musicals"
s5784,Movie,Standoff,Adam Alleca,"Thomas Jane, Laurence Fishburne, Joanna Douglas, John Tench, Ted Atherton, Jim Watson, Ella Ballentine",Canada,11-Dec-18,2015,R,86 min,Action & Adventure
s3006,Movie,Inkaar,Sudhir Mishra,"Arjun Rampal, Chitrangada Singh, Deepti Naval, Kanwaljeet Singh, Rehana Sultan, Vipin Sharma, Kaizaad Kotwal, Sujata Sehgal, Shivani Tanksale, Asheesh Kapur",India,5-Jul-20,2013,TV-MA,125 min,"Dramas, International Movies, Romantic Movies"
s1112,Movie,Brooklyn's Finest,Antoine Fuqua,"Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes, Will Patton, Lili Taylor, Michael Kenneth Williams, Brían F. O'Byrne, Shannon Kane, Ellen Barkin, Vincent D'Onofrio, Logan Marshall-Green",United States,1-Oct-18,2009,R,133 min,"Dramas, Thrillers"
s5877,Movie,Suite Française,Saul Dibb,"Michelle Williams, Matthias Schoenaerts, Kristin Scott Thomas, Sam Riley, Ruth Wilson, Tom Schilling, Harriet Walter, Alexandra Maria Lara, Margot Robbie, Lambert Wilson","United Kingdom, France, Canada, Belgium, United States",5-Jun-17,2014,TV-MA,107 min,"Dramas, International Movies, Romantic Movies"
s66,Movie,13 Sins,Daniel Stamm,"Mark Webber, Rutina Wesley, Devon Graye, Tom Bower, Ron Perlman, Pruitt Taylor Vince",United States,13-Jan-19,2014,R,93 min,"Horror Movies, Thrillers"
s3909,Movie,Maniyarayile Ashokan,Shamzu Zayba,"Jacob Gregory, S.V. Krishna Shankar, Shine Tom Chacko, Vijayaraghavan, Sri Lakshmi, Anupama Parameswaran, Dulquer Salmaan, Nazriya Fahad",India,31-Aug-20,2020,TV-14,110 min,"Comedies, International Movies, Romantic Movies"
s2501,Movie,Gori Tere Pyaar Mein,Punit Malhotra,"Imran Khan, Kareena Kapoor, Nizhalgal Ravi, Anupam Kher, Shraddha Kapoor, Esha Gupta, Sujata Kumar, Neelu Kohli",India,1-Apr-20,2013,TV-14,144 min,"Comedies, Dramas, International Movies"
s7278,Movie,Twice,Hidetaka Inazuka,Stuart Varnam-Atkin,"Japan, United States",31-Dec-17,2010,TV-14,53 min,"Documentaries, International Movies"
s7622,Movie,Wild Oats,Andy Tennant,"Shirley MacLaine, Jessica Lange, Billy Connolly, Santiago Segura, Howard Hesseman, Matt Walsh, Jay Hayden, Rebecca Da Costa, Demi Moore","Germany, United States",13-May-17,2016,PG-13,86 min,Comedies
s2976,Movie,In the Tall Grass,Vincenzo Natali,"Patrick Wilson, Laysla De Oliveira, Avery Whitted, Harrison Gilbertson, Rachel Wilson, Will Buie Jr.","Canada, United States",4-Oct-19,2019,TV-MA,102 min,"Horror Movies, Thrillers"
s2056,Movie,Ex Machina,Alex Garland,"Domhnall Gleeson, Alicia Vikander, Oscar Isaac, Sonoya Mizuno, Claire Selby, Symara Templeman, Gana Bayarsaikhan, Tiffany Pisani, Corey Johnson, Evie Wray, Deborah Rosan",United Kingdom,26-Jul-18,2015,R,108 min,"Dramas, Independent Movies, International Movies"
s7159,Movie,Toro,Kike Maíllo,"Mario Casas, Luis Tosar, José Sacristán, Claudia Canal, José Manuel Poga, Ingrid García Jonsson, Luichi Macías",Spain,1-Apr-17,2016,TV-MA,106 min,"Dramas, International Movies, Thrillers"
s3910,Movie,Manje Bistre,Baljit Singh Deo,"Gippy Grewal, Sonam Bajwa, Karamjit Anmol, Jaggi Singh, B.N. Sharma, Hobby Dhaliwal, Rana Ranbir, Sardar Sohi, Anita Devgan, Harby Sangha",India,1-Oct-18,2017,TV-14,136 min,"Comedies, Dramas, International Movies"
s2402,Movie,Ghost Tears,Kazuchika Kise,"Maaya Sakamoto, Ikkyu Juku, Kenichirou Matsuda, Tarusuke Shingaki, Shunsuke Sakuya, Takuro Nakakuni, Yoji Ueda, Kazuya Nakai, Miyuki Sawashiro, Tatsuhisa Suzuki",Japan,24-Feb-19,2014,TV-MA,58 min,"Action & Adventure, Anime Features, International Movies"
s1590,Movie,Dance Dreams: Hot Chocolate Nutcracker,Oliver Bokelberg,Debbie Allen,United States,27-Nov-20,2020,TV-G,81 min,"Children & Family Movies, Documentaries"
s2860,Movie,Hum Aapke Hain Koun,Sooraj R. Barjatya,"Madhuri Dixit, Salman Khan, Mohnish Bahl, Renuka Shahane, Anupam Kher, Reema Lagoo, Alok Nath, Bindu",India,1-Feb-20,1994,TV-14,193 min,"Classic Movies, Dramas, International Movies"
s3136,Movie,Jeff Dunham: Beside Himself,Troy Miller,Jeff Dunham,United States,24-Sep-19,2019,TV-MA,58 min,Stand-Up Comedy
s2640,Movie,Harud,Aamir Bashir,"Mohammad Amir Naji, Shahnawaz Bhat, Shamim Basharat, Salma Ashai, Mudessir Ahmed Khan, Rayes Mohiuddin",India,1-Oct-16,2010,TV-MA,100 min,"Dramas, International Movies"
s446,Movie,Amar Akbar & Tony,Atul Malhotra,"Rez Kempton, Sam Vincenti, Martin Delaney, Karen David, Laura Aikman, Goldy Notay, Meera Syal, Nina Wadia, Tanveer Ghani, Amrita Acharia",United Kingdom,20-Jun-17,2015,TV-MA,92 min,"Comedies, Dramas, International Movies"
s2225,Movie,For Here or to Go?,Rucha Humnabadkar,"Ali Fazal, Melanie Chandra, Rajit Kapoor, Amitosh Nagpal, Omi Vaidya, Samrat Chakrabarti, Keith Stevenson","United States, India",15-Aug-18,2015,TV-MA,105 min,"Comedies, Dramas, Independent Movies"
s7641,Movie,Wira,Adrian Teh,"Hairul Azreen, Fify Azmi, Ismi Melinda, Hilal Azman, Dain Said, Yayan Ruhian, Henley Hii, Josiah Hogan",Malaysia,15-Jun-20,2019,TV-14,108 min,"Action & Adventure, Dramas, International Movies"
s4509,Movie,Norm of the North: Keys to the Kingdom,Tim Maltby,"Andrew Toth, Cole Howard, Maya Kay, Jennifer Cameron, Alan Marriott, Lee Tockar, Brian Drummond","India, United States",21-Aug-20,2019,TV-PG,92 min,Children & Family Movies
s6368,Movie,The Forest,Jason Zada,"Natalie Dormer, Taylor Kinney, Yukiyoshi Ozawa, Eoin Macken, Stephanie Vogt, Rina Takasaki, Noriko Sakura, Yuho Yamashita",United States,16-Feb-20,2016,PG-13,93 min,"Horror Movies, Independent Movies"
s648,Movie,Azhar,Anthony D'Souza,"Emraan Hashmi, Prachi Desai, Nargis Fakhri, Lara Dutta, Kunaal Roy Kapur, Gautam Gulati, Anikie Maguire, Kulbhushan Kharbanda, Rajesh Sharma, Shernaz Patel, Veerendra Saxena",India,12-Apr-19,2016,TV-14,129 min,"Dramas, International Movies, Sports Movies"
s7528,Movie,Welcome to New York,Abel Ferrara,"Gérard Depardieu, Jacqueline Bisset, Marie Mouté, Paul Calderon, Paul Hipp, Pamela Afesi, Chris Zois, Shanyn Leigh, Drena De Niro, Amy Ferguson, Aurelie Claudel, Nikki James","United States, France",23-Mar-17,2014,R,108 min,"Dramas, Independent Movies"
s5377,Movie,Sangam,Raj Kapoor,"Raj Kapoor, Vyjayanthimala, Rajendra Kumar, Lalita Pawar, Achala Sachdev, Hari Shivdasani, Raj Mehra, Iftekhar",India,31-Dec-19,1964,TV-14,228 min,"Classic Movies, Dramas, International Movies"
s6922,Movie,The Tenth Man,Daniel Burman,"Alan Sabbagh, Julieta Zylberberg, Usher Barilka, Elvira Onetto, Adrián Stoppelman, Dan Breitman, Elisa Carricajo",Argentina,1-Apr-17,2016,TV-MA,81 min,"Dramas, International Movies"
s4844,Movie,Phantom Boy,"Jean-Loup Felicioli, Alain Gagnol","Marcus D'Angelo, Vincent D'Onofrio, Fred Armisen, Jared Padalecki, Joey Camen, Brian T. Delaney, Melissa Disney, Bill Lobley, Amanda Céline Miller, Dana Snyder, Stephanie Sheh","France, Belgium",1-Oct-17,2015,PG,85 min,"Action & Adventure, Dramas, International Movies"
s6219,Movie,The Christmas Chronicles,Clay Kaytis,"Kurt Russell, Darby Camp, Judah Lewis, Kimberly Williams-Paisley, Oliver Hudson, Lamorne Morris, Martin Roach",United States,22-Nov-18,2018,TV-PG,104 min,"Children & Family Movies, Comedies"
s683,Movie,Backdraft 2,Gonzalo López-Gallego,"Joe Anderson, William Baldwin, Donald Sutherland, Alisha Bailey, Alastair Mackenzie, Dominic Mafham, Jessamine-Bliss Bell, Martin Hutson, Aaron McCusker, Cyril Nri",United States,14-May-19,2019,R,102 min,"Action & Adventure, Dramas"
s7397,Movie,Veerey Ki Wedding,Ashu Trikha,"Pulkit Samrat, Yuvika Chaudhry, Jimmy Shergill, Supriya Karnik, Kriti Kharbanda, Satish Kaushik",India,31-Dec-19,2018,TV-14,130 min,"Comedies, Dramas, International Movies"
s6108,Movie,The Bad Batch,Ana Lily Amirpour,"Suki Waterhouse, Jason Momoa, Keanu Reeves, Jim Carrey, Giovanni Ribisi, Yolonda Ross",United States,22-Sep-17,2016,R,119 min,"Dramas, Independent Movies, Thrillers"
s1020,Movie,Bobby Robson: More Than a Manager,"Gabriel Clarke, Torquil Jones",Bobby Robson,United Kingdom,1-Dec-18,2018,TV-14,99 min,"Documentaries, International Movies, Sports Movies"
s2165,Movie,Final Destination 2,David R. Ellis,"Ali Larter, A.J. Cook, Michael Landes, Terrence 'T.C.' Carson, Jonathan Cherry, Keegan Connor Tracy, Sarah Carter, Lynda Boyd, David Paetkau, Justina Machado","United States, Canada",1-Jan-20,2003,R,90 min,"Horror Movies, Thrillers"
s6548,Movie,The Land of Steady Habits,Nicole Holofcener,"Ben Mendelsohn, Edie Falco, Connie Britton, Thomas Mann, Bill Camp, Elizabeth Marvel, Charlie Tahan, Michael Gaston, Josh Pais",United States,14-Sep-18,2018,TV-MA,98 min,"Comedies, Dramas, Independent Movies"
s185,Movie,A Haunting at Silver Falls: The Return,Teo Konuralp,"Laura Flannery, James Cavlo, Harry Hains, Clemmie Dugdale, Dendrie Taylor, Bryan Chesters, Jennifer Dorogi, Adam Lazarre-White, Nikita Ramsey",United States,17-Sep-19,2019,TV-14,80 min,"Horror Movies, Independent Movies"
s3141,Movie,Jeff Dunham's Very Special Christmas Special,Michael Simon,"Jeff Dunham, Brian Haner",United States,15-Mar-19,2008,TV-MA,85 min,Stand-Up Comedy
s1581,Movie,Daemonium,Pablo Parés,"Walter Cornás, Dany Casco, Caro Angus, Rocío Rodríguez Presedo, Chucho Fernández, Amanda Nara, Maite Zumelzú",Argentina,20-Dec-16,2015,NR,115 min,"Action & Adventure, Horror Movies, International Movies"
s2991,Movie,Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,"Harrison Ford, Cate Blanchett, Karen Allen, Ray Winstone, John Hurt, Jim Broadbent, Igor Jijikine, Shia LaBeouf",United States,1-Jan-19,2008,PG-13,123 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy"
s5404,Movie,Satrangi Re,Aditya Sarpotdar,"Amruta Khanvilkar, Vidyadhar Joshi, Subodh Bhave",India,15-Mar-18,2012,TV-14,150 min,"Dramas, International Movies, Music & Musicals"
s2620,Movie,Har Kisse Ke Hisse: Kaamyaab,Hardik Mehta,"Sanjay Mishra, Deepak Dobriyal, Sarika Singh, Isha Talwar, Avtar Gill, Kaurwakee Vashistha, Amitabh Srivastava, Vikas Verma",India,2-May-20,2020,TV-14,105 min,"Dramas, International Movies"
s2198,Movie,Five Elements Ninjas,Cheh Chang,"Tien-chi Cheng, Tien Hsiang Lung, Meng Lo, Michael Chan Wai-Man, Pei Hsi Chen, Li Wang, Ke Chu",Hong Kong,17-Sep-19,1982,R,104 min,"Action & Adventure, International Movies"
s5536,Movie,Shaitan,Bejoy Nambiar,"Rajeev Khandelwal, Kalki Koechlin, Gulshan Devaiah, Shiv Pandit, Kirti Kulhari, Neil Bhoopalam, Nikhil Chinappa, Rajit Kapoor, Rajkummar Rao, Pavan Malhotra",India,5-Jul-20,2011,TV-MA,126 min,"Action & Adventure, Dramas, Independent Movies"
s2796,Movie,Honeymoon Travels Pvt. Ltd.,Reema Kagti,"Shabana Azmi, Boman Irani, Abhay Deol, Minissha Lamba, Kay Kay Menon, Raima Sen, Sandhya Mridul, Vikram Chatwal, Ameesha Patel, Karan Khanna, Diya Mirza, Ranvir Shorey",India,15-Dec-19,2007,TV-14,119 min,"Comedies, Dramas, International Movies"
s5344,Movie,Saheb Biwi Aur Gangster Returns,Tigmanshu Dhulia,"Irrfan Khan, Jimmy Shergill, Soha Ali Khan, Mahie Gill, Raj Babbar, Deep Raj Rana, Rajiv Gupta, Sitaram Panchal, Rajesh Khera, Mugdha Godse",India,19-Sep-20,2013,TV-MA,139 min,"Dramas, International Movies, Romantic Movies"
s5272,Movie,Ronnie Coleman: The King,Vlad Yudin,Ronnie Coleman,United States,25-Oct-18,2018,TV-MA,93 min,Documentaries
s5097,Movie,Ranbhool,Girish Joshi,"Subodh Bhave, Mohan Joshi, Vinay Apte, Uday Tikekar, Tejaswini Pandit, Saii Ranade, Daksha Mahendra, Gargi Datar",India,15-Mar-18,2010,TV-MA,115 min,"Horror Movies, International Movies, Thrillers"
s2576,Movie,Haider,Vishal Bhardwaj,"Shahid Kapoor, Tabu, Shraddha Kapoor, Kay Kay Menon, Irrfan Khan, Narendra Jha",India,2-Aug-18,2014,TV-MA,154 min,"Dramas, International Movies, Romantic Movies"
s3279,Movie,Kabali (Hindi Version),Pa. Ranjith,"Rajnikanth, Winston Chao, Radhika Apte, Nassar, Dhansika, Kalaiyarasan, Dinesh, John Vijay, Kishore Kumar G., Riythvika",India,15-Dec-17,2016,TV-MA,148 min,"Action & Adventure, Dramas, International Movies"
s3138,Movie,Jeff Dunham: Minding the Monsters,Manny Rodriguez,Jeff Dunham,United States,15-Mar-19,2012,TV-MA,80 min,Stand-Up Comedy
s2708,Movie,Hero,Corey Yuen,"Takeshi Kaneshiro, Yuen Biao, Valerie Chow, Jessica Hester Hsuan, Tak Yuen, Wah Yuen, Corey Yuen","Hong Kong, China",1-Aug-18,1997,TV-MA,89 min,"Action & Adventure, International Movies"
s5682,Movie,Sniper: Special Ops,Fred Olen Ray,"Steven Seagal, Rob Van Dam, Tim Abell, Charlene Amoia, Daniel Booko, Jason-Shane Scott, Anthony Batarse, Gerald Webb",United States,10-Jan-20,2016,R,86 min,"Action & Adventure, Dramas"
s6345,TV Show,The Fear,Michael Samuels,"Peter Mullan, Anastasia Hille, Harry Lloyd, Paul Nicholls, Demosthenes Chrysan, Dragos Bucur, Shaban Arifi, Julia Ragnarsson, Danny Sapani, Nigel Lindsay, Osy Ikhile, Sidney Kean, Lisa McAllister, Catherine Winter, Amarildo Kola, Julius Peter Wells",United Kingdom,31-Mar-17,2012,TV-MA,1 Season,"British TV Shows, Crime TV Shows, TV Dramas"
