#,track_id,Artist.Name,album_name,Track.Name,Popularity,Length.,explicit,Danceability,Energy,key,Loudness..dB..,mode,Speechiness.,Acousticness..,Liveness,Valence.,tempo,time_signature,Genre,0
34374,1oofwLaSk4kDIWAYT5ZGK7,Radical Face,Touch the Sky (Welcome Home) - EP,Welcome Home,63,287393,FALSE,0.598,0.488,6,-10.905,1,0.0307,0.741,0.0945,0.396,144.977,3,folk,0.311579787
56464,429NtPmr12aypzFH3FkN9l,beabadoobee,Coffee,Coffee,69,126824,FALSE,0.532,0.137,9,-18.208,1,0.0717,0.982,0.112,0.301,118.734,4,indie-pop,0.925606674
25169,1FhqUe647bBcD8dreJl8SD,Fedde Le Grand;Vince Freeman,Night Drive Autumn/Winter 2022/23,Devils,0,158719,FALSE,0.694,0.813,6,-5.278,1,0.0376,0.0718,0.123,0.233,121.988,4,disco,0.04657972
18309,58zBJP1aojko8RBJe2JhUy,Katie Hannigan,Feeling of Emptiness,Having Kids,24,96973,FALSE,0.657,0.348,2,-11.913,1,0.954,0.835,0.74,0.598,92.443,3,comedy,0.236071103
78828,5w84exU95f41SDDqJpUQsQ,voXXclub,Rock Mi - Die größten Hits,Donnawedda - Remastered 2020,25,192466,FALSE,0.744,0.874,0,-5.856,1,0.274,0.0849,0.385,0.899,124.89,4,party,0.294018273
48660,63T3O3u70cICyNxJPh3CXn,Rakim,The 18th Letter / The Book Of Life,The 18th Letter (Always And Forever),48,180933,FALSE,0.657,0.674,4,-8.262,0,0.246,0.0633,0.32,0.748,81.883,4,hardcore,0.398758386
105806,3Tl1EwRtOwZFg87yqa7rSP,Dusty Decks,Playa Plate,Playa Plate,18,139874,FALSE,0.765,0.715,2,-7.159,1,0.163,0.823,0.112,0.556,83.995,4,study,0.800700507
19487,1x1e7T0TFQP9tv4OJaj5qf,Ingrid Andress,Single Saturday Night - Country Songs,More Hearts Than Mine,0,214786,FALSE,0.375,0.428,0,-7.387,1,0.029,0.109,0.105,0.361,78.516,4,country,0.537494084
22637,5xdYNr5NPkTo5xg0FK412N,Aversions Crown,Xenocide,Cynical Entity,22,285250,FALSE,0.174,0.972,0,-4.435,0,0.124,2.61E-05,0.37,0.0381,145.111,4,death-metal,0.933314609
79102,29kUiQdEvB9q7joHiYZNJ3,OneRepublic,"I Ain’t Worried - Acoustic (Music From The Motion Picture ""Top Gun: Maverick"")",I Ain’t Worried - Acoustic,67,149233,FALSE,0.711,0.493,5,-6.991,1,0.0357,0.688,0.0828,0.783,139.994,4,piano,0.77480867
46701,5huIyIlnwtOOpaeSGTydHI,Tha Playah;Angerfist,Sick And Twisted,The Heartless,49,189405,FALSE,0.526,0.966,2,-0.902,1,0.3,0.0257,0.336,0.221,185.083,4,happy,0.580745285
81729,4ep7HlnNsqtlqejzzyXt27,Bruno Mars;Anderson .Paak;Silk Sonic,I'm Blue - Hits of 2022,Skate,1,203122,FALSE,0.708,0.598,5,-8.365,1,0.0291,0.037,0.17,0.698,112.027,4,pop,0.994558139
107863,59HaupRGndBCScPGUYOaXG,Laura Branigan,50 Retro Songs To Hear While You're Still Alive,Self Control,12,247293,FALSE,0.738,0.876,6,-6.774,0,0.0326,0.213,0.226,0.806,106.606,4,synth-pop,0.077692327
58551,50zu0sYFPOwXaczd2gAht0,Marilyn Manson,The Pale Emperor,The Mephistopheles Of Los Angeles,44,297168,FALSE,0.625,0.908,2,-4.08,1,0.0896,0.000201,0.0987,0.199,124.997,4,industrial,0.419285294
11624,6pmtIWAw69AvKnajOPGVtz,Tom Rosenthal,Call You in the Morning,Call You in the Morning,56,132309,FALSE,0.731,0.313,7,-9.723,1,0.0389,0.952,0.109,0.308,138.092,4,british,0.399720763
108236,28FA2JzQLNFF0xPT9HxkEY,Julio Sosa;Leopoldo Federico y su Orquesta,Esenciales,Total Pa' Que Sirvo (with Leopoldo Federico y Su Orquesta),23,161173,FALSE,0.429,0.71,9,-10.036,1,0.173,0.932,0.689,0.517,121.804,5,tango,0.294918717
18225,5j5pCikiSYe36LRGDcPMgk,Stephen Lynch,Lion (Stephen Lynch),Tennessee,25,309120,TRUE,0.625,0.272,4,-12.295,1,0.0399,0.731,0.152,0.218,141.119,4,comedy,0.337662543
47667,4f3RDq9nYPBeR1yMSgnmBm,Judas Priest,Screaming For Vengeance (Expanded Edition),You've Got Another Thing Coming,67,310080,FALSE,0.519,0.833,6,-6.947,0,0.0496,0.00572,0.104,0.532,138.225,4,hard-rock,0.95230701
80620,6LVYBlYJ4pezcfk7V8Tttk,Udit Narayan;Alka Yagnik,Hum Dil De Chuke Sanam,Chand Chhupa Badal Mein,59,347013,FALSE,0.402,0.61,11,-9.509,0,0.141,0.368,0.109,0.463,86.248,4,pop-film,0.914693133
51856,300HJHC8ZR1r8quEn5OqwZ,Burna Boy,It's You - Fresh Hits,Last Last,0,172342,FALSE,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0802,0.55,87.925,4,hip-hop,0.922238752
77834,34TOZVEDoy6C66oCKArIIm,Só Pra Contrariar,SPC 25 Anos (Ao Vivo),Minha Fantasia (It Ain't OverTil It's Over) - Ao Vivo,43,229613,FALSE,0.714,0.883,2,-6.49,1,0.079,0.388,0.672,0.504,103.119,4,pagode,0.733834901
71443,7qzsvHOsaJdefeDwyZNGjY,Clutch,Groove Metal Roots & Branches,Texan Book of the Dead,0,174800,FALSE,0.436,0.88,9,-8.547,1,0.0651,0.0154,0.205,0.683,112.012,4,metal,0.749027803
11676,40jiZBsr1W3SG15AGU9227,Keaton Henson,Dear,Small Hands,52,180693,FALSE,0.649,0.525,5,-7.551,0,0.0347,0.912,0.121,0.603,97.808,4,british,0.553986378
62383,11ZLv1ZO8hTOkCZqkQ1qCR,Macaroni Empitsu,LiKE,トリコになれ,41,180186,FALSE,0.68,0.865,9,-3.14,1,0.0394,0.107,0.279,0.848,128.138,4,j-pop,0.379329995
11156,496vIKS2INz840xZaKncvR,Adele,30,All Night Parking (with Erroll Garner) Interlude,68,161829,FALSE,0.734,0.497,8,-9.666,1,0.166,0.67,0.194,0.307,127.989,3,british,0.310569386
60018,51p7NpYENytr1NyYJSP2M3,Charly Black,Rio Bueno,You're Perfect,55,196946,FALSE,0.757,0.842,7,-3.231,0,0.242,0.313,0.0541,0.826,104.832,4,j-dance,0.047490036
2415,40ozK0lCJ0EQzVGWsCNUhk,Leeland,Better Word (Live),Way Maker - Live,67,503240,FALSE,0.432,0.524,4,-8.721,1,0.0321,0.0289,0.682,0.183,135.956,4,alt-rock,0.541298862
58349,1jBL8PB3CqDYjR0luCpX00,Rammstein,Liebe ist für alle da (Special Edition),Rammlied,58,318666,FALSE,0.507,0.944,0,-4.35,0,0.0577,0.000486,0.0733,0.0689,104.967,4,industrial,0.810278936
71679,7pS3O75hJnthHr64tlpqPn,Avenged Sevenfold,Nightmare,Danger Line,58,328386,FALSE,0.473,0.767,5,-6.383,1,0.0548,0.00116,0.109,0.375,180.024,4,metal,0.675693079
2246,0S51NLrTscfLemwPv2rjNv,No Doubt,Hits Pop Rock 90's,Just A Girl,1,205946,FALSE,0.635,0.937,2,-2.86,1,0.0452,0.0735,0.134,0.78,108.003,4,alt-rock,0.542985036
58597,1nv4IfdfNL9XVZpTzO0n03,VNV Nation,"Of Faith, Power and Glory",The Great Divide,22,315106,FALSE,0.459,0.83,11,-5.397,0,0.0289,0.000134,0.129,0.534,139.981,4,industrial,0.174393043
25441,3OMIYDXn48Zbb29wRZzgsM,Lorenz Büffel,Der Baumgart Marsch - Made in Colonia,Der Baumgart Marsch - Made in Colonia,35,203285,FALSE,0.422,0.93,7,-3.521,1,0.35,0.0163,0.251,0.636,133.179,3,disco,0.596393924
113383,1vLyRxwjTGHixEwnpBXkKa,Hillsong Worship,Ultimate Worship Vol 1,Shout to the Lord,41,289480,FALSE,0.405,0.581,9,-5.499,1,0.031,0.232,0.332,0.18,77.217,4,world-music,0.166185159
16766,7zJ2VoTjvnOdhWh4jS06XF,Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields Chamber Ensemble,Mozart - Inspiring Classics,"Divertimento No. 15 in B Flat Major, K.287: Variation V",4,64000,FALSE,0.575,0.00994,0,-17.007,1,0.0739,0.933,0.14,0.437,60.437,4,classical,0.584348975
13960,0gjo1hPD3ZhYNTL4CL9LhF,Chez Damier;Chris Carrier;JEFFK;Nouha Matlouni,"Adult Only Records 10 Years, Vol. 2",In My System,5,421463,FALSE,0.802,0.603,1,-14.025,1,0.0553,0.000431,0.0855,0.636,122.996,4,chicago-house,0.808792217
73712,2QvQpwQFp8c8RJ4w7c4STR,Weval;Eefje de Visser,Never Stay For Love,Never Stay For Love,50,222714,FALSE,0.653,0.586,11,-9.084,1,0.0605,0.326,0.11,0.677,157.807,4,minimal-techno,0.381643285
77986,5OnORKIrSUjlfOnqqk5cMQ,Ferrugem,Chão de estrelas (Ao vivo),Não muda - Ao vivo,41,156846,FALSE,0.555,0.762,7,-5.972,1,0.0479,0.541,0.419,0.763,80.033,4,pagode,0.967082267
65639,1fMXWEkJpIH483OrKn1zFV,BLACKPINK,"BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""","SO HOT - THEBLACKLABEL REMIX BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",64,144166,FALSE,0.783,0.809,1,-10,0,0.221,0.0588,0.515,0.814,140.025,4,k-pop,0.986823618
69889,5zOoKAjf8JZy0fiz15xA5g,Sujatha,Ravanaprabhu (Original Motion Picture Soundtrack),Aattoram Azhakoram,19,286461,FALSE,0.6,0.328,4,-10.587,1,0.0347,0.784,0.363,0.166,113.89,4,malay,0.176523123
13307,1F6wGAJ1YViWYJfCc69iyP,Marshall Jefferson;Noosa Heads;Timewriter,Mushrooms,Mushrooms - Timewriter Mix,10,437387,FALSE,0.805,0.302,4,-17.02,0,0.0994,0.00568,0.0808,0.615,129.003,4,chicago-house,0.750339656
6342,6pENUmGEfCNLwd5QY3j60T,Sarcófago,The Laws of Scourge,The Laws of Scourge,20,198360,FALSE,0.288,0.95,10,-7.497,0,0.061,1.64E-05,0.304,0.442,132.454,4,black-metal,0.198974289
25979,37VBOhzZyE6hhQFCBMqPX2,Drezdenko - Kubas,W Górę Ręce,W Górę Ręce,29,214010,FALSE,0.651,0.977,6,-6.475,1,0.0406,0.0203,0.84,0.977,140.032,4,disco,0.277257451
52108,00NZcRjpixxnyUwltRhj7V,Ray Price,Golden Hits,Funny How Time Slips Away,19,173733,FALSE,0.551,0.259,0,-12.877,1,0.0326,0.785,0.177,0.426,85.436,4,honky-tonk,0.734298523
63379,5oZ0VS1ppSqmHywxgfjo4j,PornoGraffitti,WORLDILLIA,Mugen,36,254426,FALSE,0.597,0.952,7,-5.091,0,0.0462,0.0934,0.276,0.899,94.909,4,j-rock,0.140584187
93876,0FN8wmJDeK8dlWa1mkrkLk,Keto Dzhaparidze,Velikie ispolniteli Rossii XX veka: Luchshie estradnye pesni pervoj poloviny XX veka,Jasnyy mesjats,0,186018,FALSE,0.501,0.131,7,-13.591,1,0.301,0.994,0.118,0.319,177.52,4,romance,0.761827597
10669,5723Hqqk753TZghJRiA9HT,Roni Size,Take Kontrol,Final Day,13,273096,FALSE,0.428,0.802,11,-6.331,0,0.0289,0.00158,0.327,0.31,175.001,4,breakbeat,0.899005864
28619,1GUZhfnTke0lEKRTjAgoUu,Midnight Tyrannosaurus,Tales From The Man Cave,Body Count,48,217189,FALSE,0.604,0.833,7,-3.022,1,0.0851,0.00576,0.0749,0.0981,72.54,4,dub,0.339663498
82065,1sUdq3kWa9dJXHu3eYOUll,Andrew Gold,Halloween Howls: Fun & Scary Music (Deluxe Edition),"Spooky, Scary Skeletons - Undead Tombstone Remix",71,125624,FALSE,0.772,0.788,9,-5.414,0,0.0619,0.0027,0.353,0.574,127.91,4,power-pop,0.183974212
68666,2mzDRrBn6M6rWX4bGzd1uQ,Chimbala,Feliz,Feliz,77,177240,FALSE,0.848,0.852,8,-2.158,0,0.103,0.373,0.0865,0.956,129.995,4,latino,0.544059489
65618,5FiXhM80sP4yg6tEnHkZZn,(G)I-DLE,I burn,HWAA,66,197320,FALSE,0.384,0.868,6,-3.226,0,0.0711,0.0458,0.0797,0.233,95.027,4,k-pop,0.932994393
69678,4v0sj4FiU05ZWkPmgDXUI6,Don Valiyavelicham;Sreya Anna Joseph,Lord Saviour,Nalla Devane,23,338261,FALSE,0.49,0.379,5,-12.193,1,0.0297,0.786,0.0776,0.271,139.817,4,malay,0.666506266
77718,4GuW3R2ud8Frygve3UJCOI,Art Popular,Ao Vivo Sem Abuso,Você Em Mim - Ao Vivo,43,182933,FALSE,0.633,0.8,9,-9.232,1,0.0354,0.276,0.564,0.855,80.641,4,pagode,0.998788338
86060,17trFB93d2q6bIMVRfOPAJ,Surf Curse,Tek It - New Noise,Sugar,0,162880,FALSE,0.606,0.696,6,-5.153,1,0.0613,0.122,0.157,0.68,121.347,4,punk,0.763558151
113290,4Sqlq9shFIxvDnP8fFGB5h,Lucas Cervetti,Frecuencias Álmicas en 432hz,"Frecuencia Álmica, Pt. 2",32,344963,FALSE,0.386,0.115,11,-17.686,0,0.0314,0.985,0.149,0.12,103.936,3,world-music,0.368311861
97536,4lYVafIQp96F5qYpWnU0kt,Barrerito,Onde Estão Os Meus Passos,Morto Por Dentro,46,234446,FALSE,0.279,0.514,11,-7.066,1,0.0336,0.0492,0.0567,0.595,184.734,3,sertanejo,0.897990251
24725,142D7NKJix5rmCnryDdVrY,Moodymann,Telephone,Forevernevermore - Remix,5,330732,FALSE,0.732,0.574,11,-16.33,1,0.0718,0.135,0.0888,0.416,120.954,4,detroit-techno,0.315205552
46184,3lO1WB5qXgjviQc0KF6ZTb,Dj Promo,Better,Better,24,126826,FALSE,0.584,0.452,8,-12.764,1,0.0404,4.54E-05,0.358,0.329,78.017,4,happy,0.317574054
110686,1oOOiIOR4OXntHkpSvytwb,York;Scot & Millfield,The Awakening (2020 Edit),The Awakening - 2020 Edit,51,212015,FALSE,0.848,0.87,11,-4.014,0,0.0395,0.172,0.247,0.25,120.013,4,trance,0.098036498
25630,6u8psOqxdqNrMpPXLiZQzV,Ryan Paris,Dance From The 80s,Dolce Vita,31,235733,FALSE,0.85,0.581,5,-8.181,0,0.0542,0.227,0.0826,0.965,121.975,4,disco,0.297071007
1843,4ZejXkTaVyw3KffEcS86ix,Jorge Drexler,Sus primeras grabaciones 1992-1994 (La luz que sabe robar- Radar),Tatuaje,18,301413,FALSE,0.532,0.571,9,-7.792,1,0.0282,0.6,0.341,0.215,79.529,4,afrobeat,0.190376757
62242,0HUQDPIFCHff0OQI2ZB9Bc,Jamie Cullum,Weihnachten Musik,It's Christmas,0,194706,FALSE,0.598,0.447,8,-7.932,1,0.0404,0.224,0.0704,0.365,123.855,4,j-pop,0.050657844
38770,1hjg9erehrVq6UqlQiONgN,Dumb Punts,Coupla Couplas,Pissed On,25,111041,FALSE,0.268,0.909,9,-4.284,1,0.149,0.000767,0.357,0.713,156.24,4,garage,0.02723484
10708,2sts2nfTzf3EospO4SgRkF,DJ Fixx;Ondamike,Get In Front,Get In Front - Original Mix,12,240000,FALSE,0.836,0.828,3,-2.91,0,0.0463,0.00226,0.0976,0.503,130.005,4,breakbeat,0.043451717
11204,4YoGMmUJJ9dZpQ2CLOmPl2,Adele,19,Chasing Pavements,60,210506,FALSE,0.616,0.47,5,-6.092,0,0.0253,0.291,0.111,0.325,80.03,4,british,0.78694023
31324,3yXwhOi8aeNZABkK1CYhgd,Jeremy Zucker,Halloween Party 2022,ghosts,0,264866,TRUE,0.572,0.355,6,-7.499,1,0.0449,0.685,0.169,0.39,138.552,4,electro,0.641356955
62197,4hC2YJ7vTBMwr2qIIaEvMF,Gregory Porter,Christmas Day Chill,The Christmas Song,0,224906,FALSE,0.321,0.09,0,-21.296,0,0.0321,0.838,0.0998,0.157,65.825,4,j-pop,0.604973794
62547,2FU1YUBRONE4XXTiffe2Bv,Sertab Erener;Öykü Karayel,İyiliğe Ninniler,Benim Annem Güzel Annem,41,145008,FALSE,0.671,0.185,0,-10.555,1,0.0302,0.986,0.106,0.353,77.943,3,j-pop,0.218636175
105208,6pPdSiA17dUM773DCRFhUx,Jobii,Sheep Rotation,Scootaloo,38,147110,FALSE,0.731,0.424,7,-6.664,0,0.259,0.36,0.19,0.604,84.995,4,study,0.560914606
107513,0T5eWUavIN647AcUFXfZve,Tove Lo,Sunshine Kitty (Paw Prints Edition),sadder badder cooler,49,171247,FALSE,0.688,0.385,11,-6.878,1,0.241,0.131,0.0947,0.435,148.012,4,synth-pop,0.987859987
39784,0vXE8HKTpzmE6uB7SLTt7T,Die Toten Hosen,Auf dem Kreuzzug ins Glück (Deluxe-Edition mit Bonus-Tracks),All die ganzen Jahre,38,206840,FALSE,0.514,0.867,4,-5.822,0,0.036,0.000429,0.0922,0.248,120.122,4,german,0.596611318
78561,5ifm7cRUZWpABGJ5ShQMuR,Ikke Hüftgold;Ingo ohne Flamingo,Dicke Hits und Kartoffelsalat aus dem Märchenland,Schon wieder besoffen,28,201460,TRUE,0.683,0.948,6,-3.181,1,0.101,0.124,0.399,0.603,135.007,4,party,0.80071833
40472,7IUzlg0H39s2WMWPNNAgqe,Marcos Antônio,Toma os Pedaços,Quase Morri,41,223791,FALSE,0.732,0.442,4,-12.217,1,0.03,0.278,0.364,0.393,105.895,4,gospel,0.586010141
72016,4GssB27iJeqmfGxS94Tfij,Falling In Reverse,Popular Monster,Popular Monster,75,220537,TRUE,0.461,0.897,3,-3.982,0,0.092,0.00821,0.0965,0.358,165.107,4,metalcore,0.185599428
24481,7tbIORB7DBM5X8efwMX8cD,Terrence Parker;Gianni Bello,Omnipotent,Naturally,9,445556,FALSE,0.764,0.805,8,-4.165,1,0.0371,0.0377,0.0803,0.822,122,4,detroit-techno,0.494366598
80041,0lNr0bkRupchqckGeSMSpZ,Yuvan Shankar Raja,"Veera Soora (From ""Naane Varuvean"")",Veera Soora,70,205145,FALSE,0.518,0.723,2,-8.075,1,0.137,0.157,0.107,0.363,100.118,4,pop-film,0.41290989
43662,5xARo31Sdr6Kmk2g9j4t3x,Chris Lake;Cloonee,Nightmares,Nightmares,49,165024,FALSE,0.802,0.819,0,-6.774,1,0.0856,0.00885,0.102,0.488,128.043,4,groove,0.350199473
78965,33IBFWC4cbg9bSpVjCQbh5,Lorenz Büffel;Ikke Hüftgold,Berti Bums Birne,Berti Bums Birne,23,209012,FALSE,0.653,0.965,1,-1.913,1,0.0885,0.0553,0.047,0.582,131.952,4,party,0.214644682
54154,3jW0pK6SS8vH2wKLjlBLBm,tstewart;Machinedrum,elysian,isle of the blest,38,173980,FALSE,0.409,0.62,11,-10.48,0,0.0333,0.635,0.121,0.378,140.009,4,idm,0.695998534
110303,5jaywpfJCyObexTb1prNPi,Vermont (BR),Stars,Survey Selva,38,368516,FALSE,0.533,0.765,11,-7.134,1,0.0399,0.0117,0.171,0.471,154.999,4,trance,0.96583299
110270,04x4RHqb7UQMG978AlxkrD,Morten Granau,San Pedro,San Pedro,40,448000,FALSE,0.72,0.877,0,-6.673,0,0.0534,0.118,0.626,0.118,135.021,4,trance,0.327722636
106212,1gT4R71PKKWcd7kSqAmNWC,Mike Perry;Isak Danielson,Save Me Now,Save Me Now,62,196080,FALSE,0.556,0.684,2,-5.075,1,0.0459,0.0106,0.531,0.23,125.189,4,swedish,0.66018471
90812,2yr2B0HXnbQhVSwx7JdeOC,Josue,Mis Primeros 20 Éxitos,Engaño,29,197933,FALSE,0.403,0.54,9,-5.484,1,0.0282,0.634,0.0746,0.382,92.321,4,rock-n-roll,0.067725967
21886,3kFHcmwJmos2j0Bgavig7h,Aidonia,Riddim Driven: Dem Time Deh,Ukku,27,183506,FALSE,0.659,0.736,10,-6.842,0,0.242,0.101,0.146,0.555,89.267,4,dancehall,0.19118444
106469,46OKHucGhjhskazqD8tKnH,ABBA,Voyage,When You Danced With Me,59,170333,FALSE,0.477,0.687,2,-6.469,1,0.0295,0.385,0.403,0.724,88.001,4,swedish,0.704193809
24958,3QkSgGyRfai0PS5aiOLfVt,Inner City,Fire,Hallelujah,5,204693,FALSE,0.726,0.554,1,-14.206,1,0.0318,0.00206,0.171,0.729,115.252,4,detroit-techno,0.602380116
39024,4mZrKTljgh5arEVjzhsis9,Johann Sebastian Bach;Münchener Bach-Orchester;Karl Richter;Münchener Bach-Chor,Classical Christmas 2022,"Magnificat in D Major, BWV 243: I. Chorus: ""Magnificat""",0,181386,FALSE,0.555,0.526,9,-13.588,1,0.0422,0.876,0.218,0.89,90.608,3,german,0.236051504
97621,3lKNG1EkJnxaa1TKDURhTU,Diego & Victor Hugo,Diego & Victor Hugo Ao Vivo Em São Paulo Vol. 2,Ainda Dói - Ao Vivo,45,170019,FALSE,0.708,0.847,9,-5.092,1,0.111,0.31,0.824,0.63,108.08,4,sertanejo,0.110224043
111141,34xktIKVpkP2fZtMMf7F7B,Everything But The Girl,The Language of Life (Deluxe Edition),Downtown Train,41,188560,FALSE,0.402,0.187,7,-14.209,1,0.037,0.721,0.0714,0.199,136.79,3,trip-hop,0.712611164
8070,5E8pCmwdxQSnYsUwAtkLGO,Ella Fitzgerald,Jingle Bell Rock 2022,Sleigh Ride,0,175986,FALSE,0.593,0.287,1,-12.472,1,0.0469,0.764,0.153,0.639,77.117,4,blues,0.540644274
37564,1XJ6t3ttcwadtvx5Eoold9,MC Paulin da Capital;MC Lemos,Tiger Triumph,Tiger Triumph,46,180922,TRUE,0.581,0.597,0,-3.425,1,0.194,0.132,0.0503,0.383,93.024,3,funk,0.364520325
106037,6Wyj3TB9odDugaqsLlx8ea,ABBA,Pop Christmas 2022,Little Things,0,188320,FALSE,0.647,0.165,10,-16.328,1,0.0315,0.894,0.116,0.59,75.978,4,swedish,0.963079128
100574,112BYiABeTmIti5p8U1wWG,Divididos,"Narigón del Siglo, Yo Te Dejo Perfumado en la Esquina para Siempre",Tanto Anteojo,36,184826,FALSE,0.402,0.959,9,-6.666,1,0.0789,0.215,0.259,0.556,139.533,4,ska,0.864132659
45497,6blHj7Ow8CSV7frB0n7ncY,John Pizzarelli,Midnight McCartney,No More Lonely Nights,24,307360,FALSE,0.543,0.336,9,-10.701,0,0.0371,0.824,0.117,0.292,98.955,4,guitar,0.322820137
64599,1aWpEHa4XrPz9H2Fqhav4S,Frank Zappa,(70's) Seventies Collected Volume 2,Bobby Brown Goes Down,0,169066,TRUE,0.602,0.557,0,-10.321,1,0.178,0.253,0.11,0.765,135.868,4,jazz,0.812807616
8169,58Qq7oDXsKfuDlRM00ahoa,Etta James,Christmas Vibes But Not Christmas Songs,A Sunday Kind Of Love,0,198866,FALSE,0.434,0.3,0,-8.768,1,0.0286,0.832,0.143,0.481,84.899,4,blues,0.205182774
103200,2ZWlPOoWh0626oTaHrnl2a,Frank Ocean,Blonde,Ivy,81,249191,TRUE,0.575,0.386,9,-9.584,0,0.037,0.785,0.229,0.466,116.408,4,soul,0.57570093
58182,1eB3hFkoBZHMWrCvJk6MoW,VNV Nation,Automatic,Space & Time,30,292493,FALSE,0.517,0.794,6,-5.915,0,0.0312,7.46E-05,0.149,0.706,126.999,4,industrial,0.716886043
38616,1qPFISpPUazEtrfJaMhVUI,GLIM SPANKY,愚か者たち,愚か者たち,29,264666,FALSE,0.347,0.938,8,-2.43,1,0.0676,0.0353,0.348,0.475,175.959,4,garage,0.171922863
55203,7LGgRybx6vnACSRnYcGmMl,Pritam;Kamran Ahmed,Jannat (Original Motion Picture Soundtrack),Judai,57,302400,FALSE,0.677,0.837,8,-4.814,0,0.0646,0.237,0.115,0.829,111.934,4,indian,0.337673577
84906,2uG7RbrJSq5bZWv7ufDyTg,La Femme,Psycho Tropical Berlin,It's Time to Wake Up 2023,51,411440,FALSE,0.675,0.585,5,-6.886,1,0.0264,0.314,0.0888,0.113,109.982,4,psych-rock,0.908356033
75215,2Zdd1LBFZaiKq5e5k2W2eW,Enigma,"Le Roi Est Mort, Vive Le Roi!",Beyond The Invisible,42,300026,FALSE,0.458,0.683,7,-9.823,0,0.0319,0.0793,0.137,0.15,99.009,4,new-age,0.080958638
7435,238T0ZNKZbpp28cnqbuRYz,Pickin' On Series,Pickin' on the 90s,Inside Out - Bluegrass Rendition of Eve 6,24,211025,FALSE,0.612,0.467,4,-6.92,1,0.0449,0.736,0.134,0.701,174.913,4,bluegrass,0.571595409
82835,0Sz4HOImRIm7SE7S4OcnYp,Elvis Costello;Burt Bacharach,Painted From Memory,What's Her Name Today?,22,247733,FALSE,0.363,0.241,5,-12.675,1,0.0457,0.637,0.132,0.196,73.628,4,power-pop,0.265948978
94386,76mhYD8ORDyXAKog43BSeQ,Julia Alexa,please hold me,please hold me,56,192019,FALSE,0.55,0.263,4,-12.448,0,0.0448,0.842,0.167,0.0451,129.853,4,sad,0.903978762
25479,7GsoUeI9DtaTSjJHenyCNP,Bee Gees,Still Waters,Alone,59,290066,FALSE,0.639,0.792,2,-5.084,1,0.0301,0.0912,0.303,0.748,110.016,4,disco,0.117594846
25696,75142bRyHgS66nIEU3lGli,Fantasy,10.000 bunte Luftballons,10.000 bunte Luftballons,32,220883,FALSE,0.654,0.797,7,-5.68,1,0.0318,0.3,0.0556,0.752,123.026,4,disco,0.025686891
72796,6xWGwQHvM7T0oXVbP3SD3g,Maylene And The Sons Of Disaster,Maylene & The Sons of Disaster,Gusty Like the Wind,26,237733,FALSE,0.576,0.989,9,-1.861,0,0.18,0.00437,0.806,0.199,139.95,4,metalcore,0.989835119
113428,5EYzrykQ95uOmepteDi9KT,El Ruido Blanco;Soñoliento Juan;Mantra para Dormir,Aire Acondicionado de Ruido Blanco,Aire de verano,27,128000,FALSE,0,0.188,8,-25.837,0,0,0.139,0.122,0,0,0,world-music,0.58508913
33470,3IsElc2ardSjI3qVPHsFwB,convolk,LONEWOLF,lonewolf,57,178523,TRUE,0.603,0.791,8,-4.509,1,0.106,0.00467,0.319,0.489,173.979,4,emo,0.730813291
29602,2V26vjCy384SOkQgl0dpsA,Vincent;JT Roach,Marathon,Marathon,36,219230,FALSE,0.398,0.347,4,-9.647,1,0.0351,0.595,0.0858,0.344,129.891,4,dubstep,0.217638682
29704,1u3SkEgGroT2Kcfnd4v4ON,Ekali;mossy.,Crystal Eyes,Stay Hollow (with mossy.),50,184888,FALSE,0.704,0.675,1,-5.841,1,0.06,0.131,0.371,0.065,135.025,4,dubstep,0.371669199
14481,2k8NYRbbS7LoZf7KJJUOTF,Tatiana,Feliz Navidad,Rodolfo el Reno,34,182773,FALSE,0.627,0.762,11,-8.224,1,0.037,0.0195,0.308,0.898,82.447,4,children,0.218380954
28936,2n7I03LjJgjsVmEXns0X5o,Joe Gibbs,Dub Serial,Money In My Pocket Version,24,136200,FALSE,0.761,0.522,5,-9.362,0,0.0845,0.0366,0.123,0.893,152.34,4,dub,0.564052431
103228,6BLsEzE62odkTXVtVwzBhF,Pink Sweat$;Donny Hathaway,Perfect Christmas Hits,This Christmas,0,181365,FALSE,0.639,0.656,7,-6.581,0,0.0421,0.118,0.0841,0.382,93.129,4,soul,0.793445157
71307,5nekfiTN45vlxG0eNJQQye,Metallica,Ride The Lightning (Deluxe / Remastered),Fade To Black - Remastered,69,417226,FALSE,0.256,0.924,7,-6.685,1,0.113,0.00369,0.114,0.28,113.574,4,metal,0.635733497
108102,7vx5clc5lYcTToKin8PUN7,Aníbal Troilo Y Su Orquesta Típica,El Polaco Y Yo,La Ultima Curda - 1° Version,24,211493,FALSE,0.506,0.318,2,-11.851,0,0.0656,0.909,0.181,0.457,111.499,5,tango,0.699290926
